,ROILabel,Lobular,Gene,Expression,X_position,Y_position,Group,type
761,3,Region 1,NNMT,-0.745783254,26867,24276,Group 2,Zone 3
762,4,Region 1,NNMT,-0.408342611,26572,23905,Group 2,Zone 2
763,5,Region 1,NNMT,1.30609796,26008,23308,Group 2,Zone 2
764,6,Region 1,NNMT,1.363599056,25778,22864,Group 2,Zone 1
765,7,Region 1,NNMT,0.010053521,25456,22090,Group 2,Zone 1
766,16,Region 2,NNMT,-0.45865607,27853,44984,Group 2,Zone 3
767,17,Region 2,NNMT,0.005892257,27733,45350,Group 2,Zone 3
768,18,Region 2,NNMT,0.074742254,27689,45746,Group 2,Zone 2
769,34,Region 2,NNMT,0.411048006,27432,46002,Group 2,Zone 2
770,35,Region 2,NNMT,-0.130672845,27068,46387,Group 2,Zone 1
771,36,Region 2,NNMT,-0.520696727,26783,46709,Group 2,Zone 1
772,37,Region 3,NNMT,-0.911098904,27522,44296,Group 2,Zone 3
773,38,Region 3,NNMT,-0.311876957,27233,44126,Group 2,Zone 2
774,39,Region 3,NNMT,1.623867175,26877,43945,Group 2,Zone 2
775,40,Region 3,NNMT,2.069500668,26306,44070,Group 2,Zone 1
776,21,Region 4,NNMT,-1.002646702,16357,48999,Group 2,Zone 3
777,22,Region 4,NNMT,-1.023831316,16216,48941,Group 2,Zone 3
778,23,Region 4,NNMT,-0.975031044,15924,48753,Group 2,Zone 2
779,24,Region 4,NNMT,-0.650074193,15654,48634,Group 2,Zone 2
780,25,Region 4,NNMT,-0.025506367,15394,48608,Group 2,Zone 1
781,26,Region 4,NNMT,0.075877144,15021,48429,Group 2,Zone 1
782,28,Region 5,NNMT,-1.297339819,22433,54552,Group 2,Zone 3
783,29,Region 5,NNMT,-0.409099205,22806,54453,Group 2,Zone 3
784,30,Region 5,NNMT,0.250271915,23106,54386,Group 2,Zone 2
785,31,Region 5,NNMT,0.893754575,23382,54236,Group 2,Zone 2
786,32,Region 5,NNMT,1.631054812,23666,54171,Group 2,Zone 1
787,33,Region 5,NNMT,2.162561653,24119,53993,Group 2,Zone 1
788,42,Region 6,NNMT,-1.195956307,16525,26339,Group 2,Zone 3
789,43,Region 6,NNMT,-1.119162081,16761,25810,Group 2,Zone 2
790,44,Region 6,NNMT,-0.556634912,16770,25489,Group 2,Zone 2
791,45,Region 6,NNMT,0.766646889,16815,25063,Group 2,Zone 1
792,46,Region 6,NNMT,0.476493332,16811,24672,Group 2,Zone 1
793,2,Region 1,PDCL3,-0.584399679,26912,24305,Group 2,Zone 3
794,3,Region 1,PDCL3,0.614585253,26867,24276,Group 2,Zone 3
795,4,Region 1,PDCL3,-0.087773039,26572,23905,Group 2,Zone 2
796,5,Region 1,PDCL3,-0.75568324,26008,23308,Group 2,Zone 2
797,6,Region 1,PDCL3,0.395457121,25778,22864,Group 2,Zone 1
798,7,Region 1,PDCL3,-0.065764537,25456,22090,Group 2,Zone 1
799,16,Region 2,PDCL3,-1.148008717,27853,44984,Group 2,Zone 3
800,17,Region 2,PDCL3,-1.737453823,27733,45350,Group 2,Zone 3
801,18,Region 2,PDCL3,-1.056147142,27689,45746,Group 2,Zone 2
802,34,Region 2,PDCL3,-0.104040193,27432,46002,Group 2,Zone 2
803,35,Region 2,PDCL3,0.652860909,27068,46387,Group 2,Zone 1
804,36,Region 2,PDCL3,0.340914311,26783,46709,Group 2,Zone 1
805,37,Region 3,PDCL3,-0.992035418,27522,44296,Group 2,Zone 3
806,38,Region 3,PDCL3,-1.627411311,27233,44126,Group 2,Zone 2
807,39,Region 3,PDCL3,-1.359481718,26877,43945,Group 2,Zone 2
808,40,Region 3,PDCL3,-0.964285567,26306,44070,Group 2,Zone 1
809,21,Region 4,PDCL3,-1.101121038,16357,48999,Group 2,Zone 3
810,22,Region 4,PDCL3,-0.647554511,16216,48941,Group 2,Zone 3
811,23,Region 4,PDCL3,-0.793958897,15924,48753,Group 2,Zone 2
812,24,Region 4,PDCL3,-0.175807048,15654,48634,Group 2,Zone 2
813,25,Region 4,PDCL3,0.064372695,15394,48608,Group 2,Zone 1
814,26,Region 4,PDCL3,1.385839726,15021,48429,Group 2,Zone 1
815,28,Region 5,PDCL3,0.352397008,22433,54552,Group 2,Zone 3
816,29,Region 5,PDCL3,0.683481434,22806,54453,Group 2,Zone 3
817,30,Region 5,PDCL3,0.44904304,23106,54386,Group 2,Zone 2
818,31,Region 5,PDCL3,0.652860909,23382,54236,Group 2,Zone 2
819,32,Region 5,PDCL3,1.197332119,23666,54171,Group 2,Zone 1
820,33,Region 5,PDCL3,0.701662371,24119,53993,Group 2,Zone 1
821,42,Region 6,PDCL3,-0.03418712,16525,26339,Group 2,Zone 3
822,43,Region 6,PDCL3,1.055712191,16761,25810,Group 2,Zone 2
823,44,Region 6,PDCL3,0.596404316,16770,25489,Group 2,Zone 2
824,45,Region 6,PDCL3,1.368615681,16815,25063,Group 2,Zone 1
825,46,Region 6,PDCL3,2.723573912,16811,24672,Group 2,Zone 1
892,2,Region 1,SDS,-1.018281202,26912,24305,Group 2,Zone 3
893,3,Region 1,SDS,-1.214486279,26867,24276,Group 2,Zone 3
894,4,Region 1,SDS,-1.08038533,26572,23905,Group 2,Zone 2
895,5,Region 1,SDS,1.848950979,26008,23308,Group 2,Zone 2
896,6,Region 1,SDS,1.569207605,25778,22864,Group 2,Zone 1
897,7,Region 1,SDS,0.133667936,25456,22090,Group 2,Zone 1
898,16,Region 2,SDS,-0.721500412,27853,44984,Group 2,Zone 3
899,17,Region 2,SDS,0.345261647,27733,45350,Group 2,Zone 3
900,18,Region 2,SDS,0.331521795,27689,45746,Group 2,Zone 2
901,34,Region 2,SDS,0.266669697,27432,46002,Group 2,Zone 2
902,35,Region 2,SDS,0.015505214,27068,46387,Group 2,Zone 1
903,36,Region 2,SDS,-0.391194386,26783,46709,Group 2,Zone 1
904,37,Region 3,SDS,-1.346388852,27522,44296,Group 2,Zone 3
905,38,Region 3,SDS,-0.28732111,27233,44126,Group 2,Zone 2
906,39,Region 3,SDS,1.451044883,26877,43945,Group 2,Zone 2
907,40,Region 3,SDS,2.451306062,26306,44070,Group 2,Zone 1
908,21,Region 4,SDS,-1.033669835,16357,48999,Group 2,Zone 3
909,22,Region 4,SDS,-0.96112342,16216,48941,Group 2,Zone 3
910,23,Region 4,SDS,-0.928147777,15924,48753,Group 2,Zone 2
911,24,Region 4,SDS,0.228198113,15654,48634,Group 2,Zone 2
912,25,Region 4,SDS,0.749213276,15394,48608,Group 2,Zone 1
913,26,Region 4,SDS,0.692055495,15021,48429,Group 2,Zone 1
914,28,Region 5,SDS,-1.346388852,22433,54552,Group 2,Zone 3
915,29,Region 5,SDS,-0.680280858,22806,54453,Group 2,Zone 3
916,30,Region 5,SDS,0.159498856,23106,54386,Group 2,Zone 2
917,31,Region 5,SDS,0.878367879,23382,54236,Group 2,Zone 2
918,32,Region 5,SDS,1.205925935,23666,54171,Group 2,Zone 1
919,33,Region 5,SDS,0.997629789,24119,53993,Group 2,Zone 1
920,42,Region 6,SDS,-1.040814558,16525,26339,Group 2,Zone 3
921,43,Region 6,SDS,-0.912759143,16761,25810,Group 2,Zone 2
922,44,Region 6,SDS,-0.142777874,16770,25489,Group 2,Zone 2
923,45,Region 6,SDS,-0.040553379,16815,25063,Group 2,Zone 1
924,46,Region 6,SDS,-0.177951893,16811,24672,Group 2,Zone 1
925,2,Region 1,SLCO1B3,1.118366536,26912,24305,Group 1,Zone 3
926,3,Region 1,SLCO1B3,1.49435987,26867,24276,Group 1,Zone 3
927,4,Region 1,SLCO1B3,0.585709313,26572,23905,Group 1,Zone 2
928,5,Region 1,SLCO1B3,-0.751155875,26008,23308,Group 1,Zone 2
929,6,Region 1,SLCO1B3,-1.286424162,25778,22864,Group 1,Zone 1
930,7,Region 1,SLCO1B3,0.11832871,25456,22090,Group 1,Zone 1
931,16,Region 2,SLCO1B3,0.742373202,27853,44984,Group 1,Zone 3
932,17,Region 2,SLCO1B3,0.571348456,27733,45350,Group 1,Zone 3
933,18,Region 2,SLCO1B3,0.831149406,27689,45746,Group 1,Zone 2
934,34,Region 2,SLCO1B3,0.286742391,27432,46002,Group 1,Zone 2
935,35,Region 2,SLCO1B3,-0.070973489,27068,46387,Group 1,Zone 1
936,36,Region 2,SLCO1B3,0.063496349,26783,46709,Group 1,Zone 1
937,37,Region 3,SLCO1B3,2.510064084,27522,44296,Group 1,Zone 3
938,38,Region 3,SLCO1B3,2.423898945,27233,44126,Group 1,Zone 2
939,39,Region 3,SLCO1B3,0.333741558,26877,43945,Group 1,Zone 2
940,40,Region 3,SLCO1B3,-1.232897334,26306,44070,Group 1,Zone 1
941,21,Region 4,SLCO1B3,0.636625077,16357,48999,Group 1,Zone 3
942,22,Region 4,SLCO1B3,0.833760471,16216,48941,Group 1,Zone 3
943,23,Region 4,SLCO1B3,-0.046168373,15924,48753,Group 1,Zone 2
944,24,Region 4,SLCO1B3,-0.734183953,15654,48634,Group 1,Zone 2
945,25,Region 4,SLCO1B3,-0.957429995,15394,48608,Group 1,Zone 1
946,26,Region 4,SLCO1B3,-1.026623213,15021,48429,Group 1,Zone 1
947,28,Region 5,SLCO1B3,-0.236776105,22433,54552,Group 1,Zone 3
948,29,Region 5,SLCO1B3,-0.633657958,22806,54453,Group 1,Zone 3
949,30,Region 5,SLCO1B3,-0.343829763,23106,54386,Group 1,Zone 2
950,31,Region 5,SLCO1B3,-1.166315181,23382,54236,Group 1,Zone 2
951,32,Region 5,SLCO1B3,-1.131065806,23666,54171,Group 1,Zone 1
952,33,Region 5,SLCO1B3,-1.2798965,24119,53993,Group 1,Zone 1
953,42,Region 6,SLCO1B3,0.538710146,16525,26339,Group 1,Zone 3
954,43,Region 6,SLCO1B3,-0.02266879,16761,25810,Group 1,Zone 2
955,44,Region 6,SLCO1B3,-0.587964323,16770,25489,Group 1,Zone 2
956,45,Region 6,SLCO1B3,-0.543576221,16815,25063,Group 1,Zone 1
957,46,Region 6,SLCO1B3,-1.037067472,16811,24672,Group 1,Zone 1
958,2,Region 1,THBS1,2.696349491,26912,24305,Group 1,Zone 3
959,3,Region 1,THBS1,1.329467865,26867,24276,Group 1,Zone 3
960,4,Region 1,THBS1,0.026310323,26572,23905,Group 1,Zone 2
961,5,Region 1,THBS1,-0.33532386,26008,23308,Group 1,Zone 2
962,6,Region 1,THBS1,-0.972564712,25778,22864,Group 1,Zone 1
963,7,Region 1,THBS1,-0.0660896,25456,22090,Group 1,Zone 1
964,16,Region 2,THBS1,2.043177619,27853,44984,Group 1,Zone 3
965,17,Region 2,THBS1,1.143074916,27733,45350,Group 1,Zone 3
966,18,Region 2,THBS1,1.095281852,27689,45746,Group 1,Zone 2
967,34,Region 2,THBS1,-0.356034188,27432,46002,Group 1,Zone 2
968,35,Region 2,THBS1,0.101186123,27068,46387,Group 1,Zone 1
969,36,Region 2,THBS1,0.359268668,26783,46709,Group 1,Zone 1
970,37,Region 3,THBS1,1.337433375,27522,44296,Group 1,Zone 3
971,38,Region 3,THBS1,-0.660316695,27233,44126,Group 1,Zone 2
972,39,Region 3,THBS1,-0.843523439,26877,43945,Group 1,Zone 2
973,40,Region 3,THBS1,-0.523309912,26306,44070,Group 1,Zone 1
974,21,Region 4,THBS1,-0.609337426,16357,48999,Group 1,Zone 3
975,22,Region 4,THBS1,-0.82122001,16216,48941,Group 1,Zone 3
976,23,Region 4,THBS1,-1.037881899,15924,48753,Group 1,Zone 2
977,24,Region 4,THBS1,-1.131874925,15654,48634,Group 1,Zone 2
978,25,Region 4,THBS1,-1.276847219,15394,48608,Group 1,Zone 1
979,26,Region 4,THBS1,-0.688992533,15021,48429,Group 1,Zone 1
980,28,Region 5,THBS1,0.961461273,22433,54552,Group 1,Zone 3
981,29,Region 5,THBS1,0.129861961,22806,54453,Group 1,Zone 3
982,30,Region 5,THBS1,-0.099544745,23106,54386,Group 1,Zone 2
983,31,Region 5,THBS1,-0.156896422,23382,54236,Group 1,Zone 2
984,32,Region 5,THBS1,0.18880674,23666,54171,Group 1,Zone 1
985,33,Region 5,THBS1,0.631689132,24119,53993,Group 1,Zone 1
986,42,Region 6,THBS1,0.669923583,16525,26339,Group 1,Zone 3
987,43,Region 6,THBS1,0.356082464,16761,25810,Group 1,Zone 2
988,44,Region 6,THBS1,-0.964599201,16770,25489,Group 1,Zone 2
989,45,Region 6,THBS1,-1.515812538,16815,25063,Group 1,Zone 1
990,46,Region 6,THBS1,-1.009206061,16811,24672,Group 1,Zone 1
