Target name,FC,Pvalue,Significance,GeneName,GeneName2,Color
LATS1,0.08255874,0.423478932,0.373168191,,,#808080
NSA2,0.07505808,0.423527771,0.373118108,,,#808080
PHLDA2,-0.110295875,0.423629805,0.373013492,,,#808080
DYNLT1,0.105840393,0.423639497,0.373003557,,,#808080
KRTAP10-9,0.105949033,0.4237197,0.372921344,,,#808080
JMJD1C,0.080698644,0.423794481,0.372844704,,,#808080
GANAB,-0.062783458,0.423830554,0.372807738,,,#808080
SPON2,-0.158299109,0.424116204,0.372515134,,,#808080
MPP6,-0.064613769,0.424174888,0.372455047,,,#808080
CFLAR,0.108857582,0.424437032,0.372186731,,,#808080
ZNF280D,-0.11455583,0.42463166,0.371987629,,,#808080
TSNAX,-0.056505918,0.42515712,0.371450543,,,#808080
RFX1,0.108809172,0.425204311,0.371402341,,,#808080
CPM,0.114504138,0.4255658,0.37103328,,,#808080
TMEM97,-0.134631792,0.425650748,0.3709466,,,#808080
MCEE,-0.086597064,0.425761903,0.370833201,,,#808080
FMO4,-0.100118886,0.425850868,0.370742463,,,#808080
OIT3,-0.066065127,0.42594254,0.370648983,,,#808080
CD4,0.076875967,0.426012953,0.370577196,,,#808080
ZKSCAN3,-0.099503267,0.426022461,0.370567503,,,#808080
SIDT2,-0.077725633,0.426193496,0.370393182,,,#808080
NKD1,-0.114012308,0.426233896,0.370352016,,,#808080
LAPTM4A,-0.117448776,0.426240485,0.370345302,,,#808080
NRN1,0.071145373,0.426247436,0.370338221,,,#808080
ATP1A4,-0.154219738,0.426486276,0.37009494,,,#808080
GPRC5B,-0.069716593,0.426695776,0.369881657,,,#808080
CLN6,-0.084655115,0.42679528,0.369780393,,,#808080
TRAM1,-0.055845979,0.4268134,0.369761954,,,#808080
HPS4,0.071368574,0.426928406,0.369644949,,,#808080
C6,-0.096042256,0.427037055,0.369534438,,,#808080
SCGB3A1,-0.146047942,0.427520781,0.369042771,,,#808080
HSD17B4,-0.073838157,0.427535021,0.369028305,,,#808080
DBNL,0.088926252,0.427717996,0.368842477,,,#808080
TUBA4A,-0.082598477,0.428025338,0.368530521,,,#808080
MVB12A,0.067032925,0.428177359,0.368376301,,,#808080
CTBS,-0.088381208,0.428301641,0.368250261,,,#808080
APOB,-0.081414409,0.428884656,0.367659491,,,#808080
PTMA,-0.098983871,0.428886679,0.367657443,,,#808080
ACP1,-0.055927933,0.428938645,0.367604825,,,#808080
RNF121,-0.063603431,0.428960401,0.367582797,,,#808080
RPL29,-0.11267959,0.429179586,0.367360943,,,#808080
SLC45A2,-0.081846118,0.429224213,0.367315787,,,#808080
RAD17,-0.077428986,0.42939468,0.36714334,,,#808080
TTC31,-0.115459489,0.429438224,0.367099302,,,#808080
FBN2,-0.081039597,0.42976977,0.366764136,,,#808080
IFRD1,-0.157246162,0.429979024,0.366552731,,,#808080
QSOX1,0.074155632,0.430182455,0.366347306,,,#808080
CCNC,-0.062290664,0.430256709,0.366272349,,,#808080
STK25,0.057669848,0.430526348,0.366000265,,,#808080
REST,-0.072903866,0.430625004,0.365900757,,,#808080
EIF2B2,-0.093235738,0.430629186,0.365896539,,,#808080
OR2A25,-0.07759678,0.430746333,0.365778411,,,#808080
IGF2,-0.070064244,0.430768991,0.365755567,,,#808080
RHD,-0.069413261,0.430774835,0.365749675,,,#808080
CD36,-0.072404795,0.430913125,0.365610278,,,#808080
PANK2,-0.07535648,0.431181158,0.365340225,,,#808080
NOP58,0.054068143,0.431202106,0.365319126,,,#808080
HYKK,0.067926467,0.431344879,0.365175354,,,#808080
H2AC4,-0.101914385,0.431577132,0.364941575,,,#808080
CYB5D1,-0.056227044,0.4316627,0.364855477,,,#808080
TASOR2,0.069264271,0.431923836,0.364592828,,,#808080
PARP10,-0.083891392,0.431928403,0.364588236,,,#808080
USP4,-0.078217555,0.431942355,0.364574209,,,#808080
PEMT,0.176401882,0.432274566,0.364240316,,,#808080
H2AC6,-0.084146283,0.43229404,0.364220752,,,#808080
DGKZ,-0.118670934,0.43249152,0.364022403,,,#808080
TMEM258,-0.079505827,0.432538482,0.363975249,,,#808080
SUMO4,-0.089690551,0.432562347,0.363951287,,,#808080
AP1S3,-0.098485261,0.432926677,0.363585652,,,#808080
CS,0.09133136,0.433095033,0.363416797,,,#808080
HDGFL1,-0.073831091,0.434018096,0.362492162,,,#808080
HJV,-0.105303909,0.434231988,0.362278187,,,#808080
RRAGA,-0.049490386,0.434286443,0.362223728,,,#808080
KYNU,-0.057308344,0.434390234,0.362119947,,,#808080
ARSA,-0.085535489,0.434412734,0.362097453,,,#808080
RGS22,0.084308883,0.434448315,0.362061883,,,#808080
SNU13,0.06045579,0.434959775,0.361550905,,,#808080
ENTR1,0.061754511,0.43530311,0.36120823,,,#808080
DLST,-0.086781835,0.435350661,0.361160792,,,#808080
SYT5,0.070575706,0.435394114,0.361117447,,,#808080
ERGIC2,-0.087309658,0.435396273,0.361115293,,,#808080
NRIP3,0.106700749,0.435417112,0.361094507,,,#808080
PLBD2,-0.079271042,0.435489043,0.361022768,,,#808080
OR52N2,-0.115212121,0.435523336,0.36098857,,,#808080
GBA,-0.04148698,0.435559842,0.360952168,,,#808080
OPTN,0.075142473,0.435781009,0.3607317,,,#808080
RAD23A,-0.086000325,0.435949922,0.360563396,,,#808080
USP17L3,0.08625991,0.436267838,0.360246803,,,#808080
MYO6,0.071177548,0.436327141,0.360187771,,,#808080
RNF220,-0.178214076,0.436345914,0.360169087,,,#808080
ACAA2,-0.099629317,0.436489969,0.360025733,,,#808080
SAR1B,0.077498271,0.436663575,0.359853034,,,#808080
DSTN,0.077432056,0.436979515,0.359538921,,,#808080
TUBA1C,-0.076153035,0.437382115,0.35913898,,,#808080
PLEKHM2,-0.119014935,0.43799208,0.358533743,,,#808080
LRRC31,-0.109338417,0.438109402,0.358417426,,,#808080
ZBTB49,-0.082017987,0.438296036,0.358232457,,,#808080
SLC46A1,0.08584971,0.438503723,0.358026715,,,#808080
OR52K2,-0.101160112,0.43888162,0.357652607,,,#808080
PRDM10,-0.163072453,0.438938776,0.357596052,,,#808080
MASP2,0.11439027,0.439008639,0.357526933,,,#808080
NFASC,0.065497743,0.439136163,0.357400797,,,#808080
TSPYL1,-0.090945515,0.439146623,0.357390453,,,#808080
CCL4L1,-0.098602811,0.439297089,0.357241674,,,#808080
LAMTOR1,0.088841549,0.439700914,0.356842632,,,#808080
ERP29,0.08584419,0.439779812,0.356764711,,,#808080
SMCHD1,-0.05793458,0.440224446,0.356325845,,,#808080
OPRD1,-0.076020862,0.440329056,0.356222656,,,#808080
RCHY1,0.058926783,0.440360953,0.356191197,,,#808080
DPT,-0.076501372,0.440381312,0.356171119,,,#808080
BTF3,-0.113435348,0.440653633,0.355902644,,,#808080
PRXL2C,-0.108691456,0.44080103,0.355757399,,,#808080
SETBP1,-0.068544009,0.440896817,0.355663037,,,#808080
ANPEP,-0.10392078,0.440899421,0.355660471,,,#808080
CPT1C,-0.082576019,0.441005697,0.3555558,,,#808080
FBXL12,-0.104134896,0.441138724,0.355424818,,,#808080
SLC10A5,0.072244725,0.441420354,0.355147645,,,#808080
GLYATL3,-0.044994723,0.441793065,0.354781105,,,#808080
UBL5,-0.065558125,0.441868866,0.354706598,,,#808080
SERPINA7,-0.070836823,0.442074548,0.354504488,,,#808080
POLR2E,0.090744583,0.442116851,0.354462932,,,#808080
LEPROTL1,-0.07065339,0.442207929,0.354373474,,,#808080
HSD17B12,-0.110207365,0.442242497,0.354339526,,,#808080
GJA9,-0.081449555,0.442358235,0.354225884,,,#808080
FNIP2,-0.064371536,0.442397476,0.35418736,,,#808080
AMBP,-0.09031422,0.44247246,0.354113755,,,#808080
DEDD,0.062026122,0.442735707,0.35385545,,,#808080
ECHDC2,0.111605204,0.442821164,0.353771631,,,#808080
PIGW,0.080299033,0.442881121,0.353712832,,,#808080
SASH1,-0.06043183,0.442998194,0.353598044,,,#808080
RNASE7,-0.115961129,0.44314778,0.353451422,,,#808080
MED27,-0.093823721,0.443216202,0.353384372,,,#808080
TAOK1,-0.077442237,0.443445771,0.353159483,,,#808080
CHRNA1,0.058782135,0.443498236,0.353108103,,,#808080
RCBTB2,-0.17072948,0.443540377,0.353066839,,,#808080
MAPK1,0.04616239,0.443617759,0.352991076,,,#808080
CGN,0.104454143,0.443657518,0.352952155,,,#808080
CLTC,-0.11934102,0.443758818,0.352853004,,,#808080
WAS,0.084919446,0.443820718,0.352792428,,,#808080
BNIP3L,0.08021496,0.444247361,0.352375144,,,#808080
HTATSF1,-0.051000735,0.444764943,0.351869451,,,#808080
CHD8,0.074986395,0.444942752,0.351695863,,,#808080
C3orf70,-0.115806284,0.445051143,0.35159008,,,#808080
SLC5A6,-0.055829405,0.445170523,0.351473601,,,#808080
BMERB1,0.072656386,0.445208123,0.35143692,,,#808080
SPECC1L,-0.130484626,0.44522735,0.351418165,,,#808080
CRYM,-0.075550612,0.445750312,0.350908344,,,#808080
PIK3R2,0.055138703,0.446030801,0.350635149,,,#808080
GATD1,0.086170937,0.446075175,0.350591946,,,#808080
SFXN4,0.098568203,0.44629493,0.350378046,,,#808080
DYNC2LI1,0.060152959,0.446510285,0.350168533,,,#808080
RAB9A,0.073589444,0.446561437,0.350118783,,,#808080
EFEMP1,0.075375248,0.446606195,0.350075257,,,#808080
TPH1,0.054468702,0.446746966,0.349938388,,,#808080
LITAF,0.055270499,0.446951301,0.349739794,,,#808080
FDX1,-0.05122508,0.446973716,0.349718014,,,#808080
TRIM39,0.095013977,0.447017787,0.349675195,,,#808080
PTOV1,-0.068538138,0.447168296,0.349528995,,,#808080
LPGAT1,-0.122759487,0.447508268,0.349198936,,,#808080
ARHGEF35,0.071032327,0.447758573,0.34895609,,,#808080
PSMB4,-0.099416263,0.448222805,0.348506051,,,#808080
MLYCD,0.05424232,0.448305872,0.348425573,,,#808080
SRSF11,0.066330099,0.449108819,0.347648417,,,#808080
MRPL41,-0.11143224,0.449187297,0.347572534,,,#808080
PHB2,-0.087548126,0.449249779,0.347512128,,,#808080
SERP2,-0.059905994,0.449345779,0.347419333,,,#808080
APOA2,0.141878233,0.449468072,0.347301153,,,#808080
PRICKLE2,-0.096174806,0.449989404,0.346797713,,,#808080
LRFN2,0.093553002,0.450701157,0.346111327,,,#808080
CDHR3,0.091172188,0.450725446,0.346087923,,,#808080
COA5,-0.077961579,0.451062871,0.34576292,,,#808080
SF3B3,0.074213781,0.451089245,0.345737527,,,#808080
ZNF333,0.054747544,0.451538851,0.345304876,,,#808080
NR3C2,0.060386445,0.45164401,0.345203745,,,#808080
TRAF4,0.059635701,0.451718958,0.345131682,,,#808080
GOLGA6A,0.077144773,0.451739869,0.345111578,,,#808080
KLF12,-0.07522448,0.452160919,0.344706977,,,#808080
AK8,-0.084923925,0.452165266,0.344702802,,,#808080
TTC3,-0.109676224,0.45225103,0.344620435,,,#808080
DGKH,-0.108545604,0.452373151,0.344503179,,,#808080
PCNX1,0.077941922,0.452391662,0.344485408,,,#808080
PDIA5,-0.103229379,0.452467394,0.344412711,,,#808080
TSHZ3,0.065766823,0.452769527,0.344122811,,,#808080
CNOT11,0.058786919,0.452927835,0.343970989,,,#808080
IKZF2,-0.145290744,0.453360751,0.343556081,,,#808080
CERS2,0.136116895,0.453595253,0.343331499,,,#808080
GPNMB,0.0713564,0.45360525,0.343321928,,,#808080
PPCDC,-0.077819741,0.453867685,0.343070737,,,#808080
DENND10,-0.069793881,0.454234035,0.342720328,,,#808080
SREBF1,0.059892417,0.454459324,0.342504982,,,#808080
ATXN2L,-0.090491929,0.454477452,0.342487658,,,#808080
ISCA2,-0.075819822,0.454569253,0.342399943,,,#808080
BACH1,-0.099622547,0.454574058,0.342395352,,,#808080
HLF,0.102951362,0.454596093,0.342374301,,,#808080
E2F6,0.090255633,0.454699416,0.342275603,,,#808080
FKBP8,-0.059968479,0.454933528,0.342052055,,,#808080
FGFR3,-0.076113607,0.454944616,0.34204147,,,#808080
RPS26,0.108650444,0.455184295,0.341812731,,,#808080
GFM2,0.066157287,0.455408147,0.341599204,,,#808080
ZNF180,-0.1397748,0.455496801,0.341514669,,,#808080
RBM5,-0.082101973,0.455622172,0.34139515,,,#808080
GRK2,0.081664947,0.455675399,0.341344418,,,#808080
TDG,0.059208515,0.456208781,0.34083636,,,#808080
NAAA,0.057029776,0.456228291,0.340817787,,,#808080
PAPLN,-0.095493645,0.456283589,0.340765151,,,#808080
GC,-0.094188293,0.456686974,0.340381376,,,#808080
ADRA2B,-0.078214728,0.456697136,0.340371712,,,#808080
SNAPC2,-0.077807335,0.457045626,0.340040443,,,#808080
PAMR1,-0.081783234,0.457421576,0.339683354,,,#808080
ZNF721,-0.097444679,0.457694653,0.339424161,,,#808080
VPS41,0.053436334,0.457699542,0.339419522,,,#808080
HCN3,-0.066072106,0.457888343,0.339240412,,,#808080
TOMM70,0.058672288,0.457924529,0.339206093,,,#808080
FAM110D,-0.176720303,0.457971326,0.339161713,,,#808080
PCYT2,0.061120916,0.458035604,0.339100762,,,#808080
FAM90A1,0.079632753,0.458405307,0.338750363,,,#808080
NRP2,-0.101500816,0.45844226,0.338715355,,,#808080
CATSPERG,-0.061191428,0.458711967,0.33845993,,,#808080
GSX2,-0.073342772,0.458825509,0.338352445,,,#808080
FKBP3,0.055340973,0.459016071,0.338172109,,,#808080
ATP6V0D1,-0.083427585,0.459215225,0.337983722,,,#808080
ICE1,0.052714931,0.459712747,0.337513454,,,#808080
MED13,0.079914835,0.45972576,0.337501161,,,#808080
PLEKHG4,-0.07321095,0.459749297,0.337478926,,,#808080
ICAM5,-0.108651142,0.459763149,0.337465842,,,#808080
DHX15,-0.087971157,0.459806829,0.337424583,,,#808080
OR7D4,-0.085485773,0.459970849,0.337269691,,,#808080
RPL35,-0.073426417,0.460351268,0.336910656,,,#808080
TXN,-0.109292778,0.460418386,0.336847342,,,#808080
IL27,0.079784336,0.460475416,0.336793551,,,#808080
VWA5B1,-0.057181853,0.460603518,0.336672749,,,#808080
GNA13,-0.068894768,0.460605469,0.336670909,,,#808080
ASB6,0.067426718,0.460777669,0.336508577,,,#808080
NRBP2,-0.087053434,0.461187459,0.336122511,,,#808080
PLEKHA4,-0.058540108,0.461588486,0.335745032,,,#808080
C2CD2,-0.066987844,0.461825489,0.335522101,,,#808080
SYP,-0.065881206,0.461886838,0.335464413,,,#808080
LURAP1L,-0.117845795,0.461943759,0.335410896,,,#808080
HID1,-0.055408939,0.462144312,0.335222388,,,#808080
LLGL2,-0.105403081,0.462534246,0.334856107,,,#808080
TECRL,-0.167549567,0.462644141,0.334752934,,,#808080
GOLGA8J,-0.058369032,0.462742879,0.334660255,,,#808080
MIER1,-0.069427542,0.46277385,0.33463119,,,#808080
RDH11,0.093414301,0.463162754,0.334266372,,,#808080
INTS3,0.088949873,0.463199596,0.334231828,,,#808080
TAAR5,0.058119396,0.463494284,0.333955618,,,#808080
CYP4B1,-0.050618733,0.463536941,0.33391565,,,#808080
DDX4,0.116031073,0.463854836,0.333617911,,,#808080
GAN,-0.054323294,0.464059967,0.333425895,,,#808080
LCE3A,0.080137199,0.464208545,0.33328687,,,#808080
RFX5,0.095140544,0.464247601,0.333250332,,,#808080
SFPQ,-0.045020908,0.464374501,0.333131635,,,#808080
ARHGAP26,0.057440219,0.464999929,0.332547114,,,#808080
MID1IP1,-0.075013851,0.465040317,0.332509394,,,#808080
SDHA,-0.074850059,0.465080926,0.332471472,,,#808080
FAM210B,-0.097508579,0.465191367,0.332368353,,,#808080
CNBP,0.074962553,0.465252612,0.33231118,,,#808080
MX2,0.058478763,0.465584336,0.332001639,,,#808080
USP8,-0.088225197,0.4655984,0.331988521,,,#808080
LCA5L,0.081685617,0.466527184,0.331123045,,,#808080
EID2,0.052561307,0.466579039,0.331074776,,,#808080
CYP4V2,-0.083443548,0.466673708,0.330986666,,,#808080
ZBED5,0.060675484,0.466728234,0.330935926,,,#808080
TPM1,0.066790842,0.466906541,0.330770042,,,#808080
CLVS2,0.050329092,0.467074197,0.330614124,,,#808080
P2RY8,0.059239454,0.467454735,0.330260437,,,#808080
AMFR,0.077435469,0.467525792,0.330194425,,,#808080
UMOD,-0.055004188,0.467810487,0.329930047,,,#808080
TCEAL9,0.048426481,0.468480877,0.329308132,,,#808080
JAKMIP2,-0.089946588,0.468612692,0.329185953,,,#808080
KRT18,-0.111180742,0.468914804,0.328906056,,,#808080
FNDC9,0.10566167,0.468983166,0.328842746,,,#808080
CCN4,0.059779019,0.469003773,0.328823663,,,#808080
RABEP2,-0.061661812,0.469092967,0.328741079,,,#808080
CLNS1A,-0.073005865,0.469175554,0.328664625,,,#808080
DNAJC12,0.050072928,0.46920805,0.328634545,,,#808080
LILRB5,0.15016707,0.469353513,0.328499928,,,#808080
NUDT13,-0.101231456,0.469812746,0.328075205,,,#808080
C13orf46,0.053232667,0.46994771,0.327950462,,,#808080
ZNF83,0.07494262,0.47001432,0.327888911,,,#808080
S100A16,-0.098458749,0.470332636,0.327594885,,,#808080
DEFB118,-0.048764184,0.470491299,0.327448404,,,#808080
PSMD1,0.073903395,0.470549756,0.327394447,,,#808080
ZNF260,-0.061855334,0.470620855,0.327328831,,,#808080
CCDC126,0.059493727,0.470656808,0.327295655,,,#808080
ETFDH,-0.082289603,0.471033594,0.326948118,,,#808080
AFTPH,-0.058947582,0.471039455,0.326942714,,,#808080
MYH11,-0.146816509,0.471070196,0.326914372,,,#808080
OR6C74,-0.104984063,0.47129124,0.326710633,,,#808080
NIPSNAP1,-0.130571482,0.471353922,0.326652875,,,#808080
WASHC4,-0.064830849,0.471772807,0.326267095,,,#808080
ELP2,0.076060966,0.472000866,0.326057204,,,#808080
TSC22D1,-0.067266886,0.472301617,0.325780567,,,#808080
TCERG1,-0.072245861,0.472583478,0.325521466,,,#808080
ARCN1,0.072695154,0.472791352,0.325330476,,,#808080
KRTAP5-1,0.071879809,0.472829379,0.325295546,,,#808080
C5orf38,-0.13417004,0.473134504,0.325015379,,,#808080
GINM1,-0.071658555,0.47325587,0.32490399,,,#808080
FAM102A,0.06217865,0.473415606,0.32475743,,,#808080
ELMOD3,0.079080845,0.47347737,0.324700773,,,#808080
TMEM50B,-0.12138531,0.473493678,0.324685815,,,#808080
FHL3,-0.073834315,0.47360688,0.324581997,,,#808080
STYK1,-0.055140003,0.473620839,0.324569197,,,#808080
ACOT1,-0.051859017,0.473731865,0.324467402,,,#808080
ITGB1,-0.076658732,0.474303295,0.323943858,,,#808080
PIAS1,-0.073512875,0.474370561,0.323882271,,,#808080
AKAP5,-0.062905292,0.47455008,0.323717949,,,#808080
AGAP1,-0.102545778,0.475080217,0.323233053,,,#808080
ESCO2,-0.072620941,0.475258278,0.32307031,,,#808080
METTL3,-0.074370475,0.475573972,0.322781922,,,#808080
ELOA3P,0.090808257,0.475622773,0.322737359,,,#808080
PSMB7,-0.070666402,0.475746027,0.32262483,,,#808080
UGGT1,-0.108657855,0.475935182,0.32245219,,,#808080
ADGRL1,0.069342792,0.476011869,0.322382218,,,#808080
LIMCH1,0.072824623,0.476069358,0.322329771,,,#808080
OSCAR,0.059956883,0.476117844,0.322285542,,,#808080
ZNF33B,-0.090038404,0.476441072,0.321990807,,,#808080
PRDX1,0.102479305,0.476447589,0.321984866,,,#808080
SPCS2,-0.054267149,0.476530012,0.321909743,,,#808080
ZNF316,-0.109982816,0.476867274,0.321602481,,,#808080
RASGEF1B,-0.053100957,0.47719575,0.321303433,,,#808080
UBALD2,-0.06765325,0.477382499,0.321133507,,,#808080
MCM9,-0.106069785,0.477486535,0.321038871,,,#808080
ZNF653,0.062327763,0.477823456,0.320732535,,,#808080
METTL1,-0.063403757,0.477825421,0.320730749,,,#808080
PDSS1,-0.0780938,0.477839604,0.320717858,,,#808080
TFG,0.045867282,0.47790782,0.320655863,,,#808080
SELENOV,-0.121319074,0.47796786,0.320601306,,,#808080
VDR,-0.07726206,0.47803134,0.32054363,,,#808080
RPL14,0.154992408,0.478097453,0.32048357,,,#808080
UHRF1BP1L,-0.094977439,0.478220799,0.32037154,,,#808080
VPS53,-0.104990551,0.478458431,0.320155789,,,#808080
TRIM25,-0.082896576,0.478462575,0.320152027,,,#808080
NAP1L1,-0.080301598,0.478763041,0.319879383,,,#808080
TFDP1,0.095819402,0.479123338,0.319552674,,,#808080
MIF4GD,0.065778868,0.47940619,0.319296363,,,#808080
BOLA2B,-0.055450487,0.479954432,0.318799993,,,#808080
CYP4F2,-0.069701107,0.480024389,0.318736696,,,#808080
AIMP1,-0.059660102,0.480130254,0.318640927,,,#808080
TSR3,-0.097728928,0.480566255,0.318246728,,,#808080
TMED10,-0.084762675,0.480683744,0.318140565,,,#808080
RELT,-0.059062357,0.481228431,0.317648722,,,#808080
NDUFV1,0.055907082,0.481337558,0.31755025,,,#808080
GOLGA8N,-0.090390811,0.481599493,0.317313979,,,#808080
ZNF503,-0.085319024,0.481664168,0.31725566,,,#808080
AR,-0.096354365,0.481748506,0.317179623,,,#808080
RASA1,0.060422825,0.481965547,0.316984006,,,#808080
CYP11A1,-0.098611763,0.482543224,0.316463779,,,#808080
DSCAM,-0.094512273,0.482728295,0.316297244,,,#808080
PLXND1,-0.078481629,0.482973688,0.316076529,,,#808080
TACC2,-0.070926464,0.483223394,0.315852049,,,#808080
OSER1,-0.078686366,0.483260875,0.315818364,,,#808080
NDUFB9,0.05369358,0.483650446,0.315468407,,,#808080
TRMT12,-0.066039302,0.48376538,0.315365214,,,#808080
NBPF26,-0.147178614,0.483927161,0.315220002,,,#808080
KRTAP5-7,0.049118104,0.483994332,0.315159724,,,#808080
FRYL,0.054458449,0.484110245,0.315055727,,,#808080
LSM14A,0.096339021,0.484253151,0.314927544,,,#808080
MMP19,-0.060573509,0.484651538,0.314570405,,,#808080
NUDT15,-0.05296937,0.485371798,0.313925461,,,#808080
CRYZ,-0.067118665,0.485753847,0.313583751,,,#808080
CMTM2,0.094751969,0.485858863,0.31348987,,,#808080
LURAP1,-0.076142817,0.48597291,0.313387939,,,#808080
SLC15A1,-0.09334139,0.486340891,0.313059213,,,#808080
AGL,0.052612355,0.486375383,0.313028414,,,#808080
CIBAR2,0.062586392,0.486562445,0.312861415,,,#808080
CLCNKA,-0.104431671,0.487321603,0.312184336,,,#808080
CREBRF,0.062654664,0.487346561,0.312162094,,,#808080
SPDYE16,0.097650204,0.48756724,0.311965483,,,#808080
HR,0.05724795,0.48772796,0.311822347,,,#808080
NF1,-0.08489641,0.488194554,0.31140707,,,#808080
PMPCA,-0.080922679,0.488383815,0.311238737,,,#808080
RBX1,0.040991905,0.488444539,0.311184741,,,#808080
DAOA,0.066345916,0.4888844,0.31079382,,,#808080
CABYR,-0.091896671,0.488896541,0.310783035,,,#808080
RANBP1,-0.071802282,0.489067312,0.310631364,,,#808080
OSR1,0.121961208,0.489099024,0.310603204,,,#808080
AKR7A3,-0.069756193,0.489207369,0.310507009,,,#808080
MRPS30,-0.080824749,0.489730836,0.31004255,,,#808080
GPR32,0.071551772,0.489950265,0.309848003,,,#808080
SUSD6,-0.116137476,0.490057194,0.309753231,,,#808080
NOSTRIN,0.060070096,0.490121902,0.30969589,,,#808080
LRP6,0.072449639,0.4909306,0.308979897,,,#808080
DOCK7,-0.054703942,0.491003283,0.308915604,,,#808080
MLXIP,0.06936872,0.491420982,0.308546304,,,#808080
CERCAM,-0.063610323,0.49143956,0.308529886,,,#808080
MON2,-0.100981256,0.49144981,0.308520829,,,#808080
SCNN1A,-0.109237499,0.491848798,0.308168386,,,#808080
TRAPPC4,-0.077593547,0.491854486,0.308163363,,,#808080
RPS28,-0.085299075,0.491858561,0.308159765,,,#808080
OPHN1,-0.053391273,0.491885737,0.30813577,,,#808080
PILRB,0.072510273,0.492043437,0.307996556,,,#808080
DDX55,-0.102650727,0.492090609,0.307954923,,,#808080
PIGY,0.076697844,0.492097758,0.307948614,,,#808080
DCP1B,0.061085651,0.492628259,0.307480679,,,#808080
CLIP3,-0.067805295,0.492643984,0.307466816,,,#808080
RPS3A,-0.069924647,0.492658276,0.307454217,,,#808080
ETDB,0.073010297,0.492789955,0.307338154,,,#808080
PDS5B,-0.077962186,0.492947655,0.307199195,,,#808080
SLC48A1,-0.071060105,0.493143476,0.307026708,,,#808080
FARP2,-0.057892458,0.493279399,0.306907022,,,#808080
AGMAT,-0.055754223,0.49331748,0.306873495,,,#808080
MTRNR2L8,-0.118280846,0.494238961,0.306063022,,,#808080
RPS7,-0.06261027,0.49436564,0.305951721,,,#808080
CDH4,-0.087117586,0.494426679,0.305898103,,,#808080
WDR37,-0.085292895,0.494480624,0.305850721,,,#808080
KATNIP,-0.146426416,0.494577929,0.305765268,,,#808080
IL13,-0.050991101,0.494590541,0.305754194,,,#808080
CTSB,-0.110313071,0.495054926,0.305346613,,,#808080
HEXA,-0.094393061,0.495219136,0.305202582,,,#808080
PLCB4,-0.084267178,0.495219141,0.305202577,,,#808080
ZNF787,-0.063074478,0.495303333,0.30512875,,,#808080
MUC19,0.053655991,0.49534303,0.305093944,,,#808080
COL6A2,-0.04897901,0.495358416,0.305080454,,,#808080
OR5K3,-0.097010972,0.495658728,0.304817242,,,#808080
CROT,0.051504542,0.496090234,0.304439323,,,#808080
SEL1L3,-0.0865136,0.496133459,0.304401484,,,#808080
NCF4,-0.074634253,0.496296081,0.304259154,,,#808080
PPM1G,-0.039526489,0.496440838,0.3041325,,,#808080
ARRDC2,0.056428786,0.49659472,0.303997902,,,#808080
HACD3,-0.054256411,0.496727061,0.303882179,,,#808080
FAM169A,-0.082093646,0.496828391,0.303793595,,,#808080
TRUB2,-0.065708554,0.496872023,0.303755456,,,#808080
FZD3,-0.066773977,0.496878876,0.303749466,,,#808080
GNAI3,-0.093838652,0.496964107,0.303674977,,,#808080
TSC22D2,-0.07546484,0.497435123,0.303263553,,,#808080
OR5K1,-0.074546778,0.497475124,0.303228631,,,#808080
CTXN2,-0.12210825,0.497607492,0.30311309,,,#808080
PSMD3,0.047382617,0.497877004,0.302877932,,,#808080
CASP8AP2,0.07067865,0.49803945,0.302736255,,,#808080
CDAN1,0.052582587,0.498316544,0.302494694,,,#808080
GXYLT1,-0.062192041,0.499122578,0.301792784,,,#808080
LAPTM5,0.078263417,0.499398069,0.301553141,,,#808080
ENOSF1,0.068406765,0.49960073,0.301376936,,,#808080
NOL9,0.06146414,0.499789205,0.301213129,,,#808080
UBE2D3,-0.055356124,0.499927612,0.301092875,,,#808080
HIBCH,0.055713705,0.500084093,0.300956959,,,#808080
NPY1R,-0.056863718,0.500179541,0.300874076,,,#808080
CEMP1,-0.069268806,0.500522236,0.300576624,,,#808080
SEMG1,-0.044852605,0.500584013,0.300523025,,,#808080
TFRC,-0.084185671,0.500619857,0.300491928,,,#808080
XPC,0.066370165,0.500684956,0.300435458,,,#808080
VASH1,0.101819313,0.500700157,0.300422273,,,#808080
PRMT6,0.068618026,0.500739502,0.300388147,,,#808080
TBC1D22B,0.076838878,0.500782932,0.300350481,,,#808080
PHF21B,-0.049397942,0.501176604,0.300009211,,,#808080
LSM7,-0.066424077,0.501463199,0.299760933,,,#808080
NT5DC1,-0.057570172,0.501683674,0.299570032,,,#808080
EIF3M,-0.105086788,0.501755711,0.299507675,,,#808080
TMEM39A,0.053543497,0.501862394,0.299415346,,,#808080
AZGP1,-0.065983629,0.501966228,0.299325501,,,#808080
COX20,0.046069171,0.50199486,0.29930073,,,#808080
GPLD1,-0.075506652,0.502170062,0.299149182,,,#808080
SLIT3,0.073021553,0.502487294,0.298874915,,,#808080
NME2,0.08371785,0.502511989,0.298853572,,,#808080
CD302,-0.105723668,0.5027697,0.298630903,,,#808080
NCAM2,0.067348011,0.50296673,0.298460741,,,#808080
GATC,-0.059414478,0.503205574,0.298254557,,,#808080
TMEM107,0.095847407,0.503329933,0.298147241,,,#808080
